Year,Month,Sector,Product_Description,HS_Code,HS_Code_2,HS_Code_4,HS_Code_6,Export_Value_USD,Export_Value_INR,Quantity_Tons,Unit_Price_USD_per_Ton,Port_of_Export,State_of_Origin,Destination_Port_USA,Trade_Terms,Historical_Average_Tariff_Rate_Percent,Export_Share_Percent_of_Total,Partner_Country
2021,August,Pharmaceuticals,Vaccines,3002,30,3002,3002,1858881,148710480,717,2592.58,Hyderabad,Telangana,Los Angeles,CIF,0.0,4.39,USA
2021,August,Pharmaceuticals,Antibiotics,2901,29,2901,2901,5121996,409759680,691,7412.44,Kolkata,West Bengal,Miami,FOB,0.0,1.65,USA
2021,August,Chemicals,Organic chemicals,2901,29,2901,2901,1576980,126158400,145,10875.72,Bangalore,Karnataka,Los Angeles,FOB,3.0,2.15,USA
2021,August,Chemicals,Inorganic chemicals,2801,28,2801,2801,2497706,199816480,874,2857.79,Bangalore,Karnataka,Boston,FOB,3.0,4.96,USA
2021,August,Chemicals,Paints,3201,32,3201,3201,4480496,358439680,501,8943.11,Hyderabad,Telangana,New York,CIF,3.0,0.82,USA
2021,September,Textiles,Cotton yarn,5205,52,5205,5205,2197544,175803520,645,3407.04,Surat,Gujarat,San Francisco,CIF,5.0,2.75,USA
2021,September,Textiles,Silk fabric,5007,50,5007,5007,2317333,185386640,647,3581.66,Chennai,Tamil Nadu,Chicago,FOB,5.0,1.53,USA
2021,September,Textiles,Woolen fabric,5101,51,5101,5101,3169128,253530240,322,9842.01,Mumbai,Maharashtra,Los Angeles,CIF,5.0,1.92,USA
2021,September,Gems & Jewellery,Diamond rings,7102,71,7102,7102,6330512,506440960,739,8566.32,Kolkata,West Bengal,Los Angeles,FOB,7.5,0.91,USA
2021,September,Gems & Jewellery,Gold earrings,7113,71,7113,7113,914886,73190880,751,1218.22,Chennai,Tamil Nadu,Houston,CIF,7.5,0.5,USA
2021,September,Gems & Jewellery,Platinum rings,7110,71,7110,7110,3260956,260876480,434,7513.72,Surat,Gujarat,Long Beach,CIF,7.5,3.98,USA
2021,September,Footwear,Leather shoes,6403,64,6403,6403,3757104,300568320,863,4353.54,Chennai,Tamil Nadu,San Francisco,FOB,10.0,1.71,USA
2021,September,Footwear,Sports shoes,6404,64,6404,6404,4128647,330291760,560,7372.58,Kolkata,West Bengal,Boston,FOB,10.0,1.26,USA
2021,September,Footwear,Canvas sneakers,6404,64,6404,6404,1787930,143034400,748,2390.28,Hyderabad,Telangana,Miami,FOB,10.0,1.71,USA
2021,September,Auto Components,Engine parts,8409,84,8409,8409,6101075,488086000,174,35063.65,Hyderabad,Telangana,Los Angeles,CIF,2.5,2.95,USA
2021,September,Auto Components,Brake pads,8708,87,8708,8708,2435719,194857520,227,10730.04,Bangalore,Karnataka,Philadelphia,FOB,2.5,1.3,USA
2021,September,Auto Components,Gear boxes,8409,84,8409,8409,1590382,127230560,706,2252.67,Hyderabad,Telangana,Long Beach,CIF,2.5,2.15,USA
2021,September,Electronics,Mobile phones,8517,85,8517,8517,3344359,267548720,202,16556.23,Chennai,Tamil Nadu,Seattle,CIF,0.0,1.55,USA
2021,September,Electronics,Laptop computers,8471,84,8471,8471,2900368,232029440,628,4618.42,Mumbai,Maharashtra,Long Beach,CIF,0.0,3.93,USA
2021,September,Electronics,Smart watches,8517,85,8517,8517,5806708,464536640,328,17703.38,Vadodara,Gujarat,Houston,CIF,0.0,1.07,USA
2021,September,Pharmaceuticals,Generic drugs,3001,30,3001,3001,964655,77172400,693,1392.0,Bangalore,Karnataka,Los Angeles,FOB,0.0,4.65,USA
2021,September,Pharmaceuticals,Vaccines,3002,30,3002,3002,6093348,487467840,787,7742.5,Hyderabad,Telangana,Los Angeles,CIF,0.0,1.37,USA
2021,September,Pharmaceuticals,Antibiotics,2901,29,2901,2901,5055378,404430240,900,5617.09,Bangalore,Karnataka,Long Beach,CIF,0.0,4.52,USA
2021,September,Chemicals,Organic chemicals,2901,29,2901,2901,3292196,263375680,510,6455.29,Bangalore,Karnataka,Houston,CIF,3.0,1.95,USA
2021,September,Chemicals,Inorganic chemicals,2801,28,2801,2801,3306979,264558320,477,6932.87,Surat,Gujarat,Seattle,CIF,3.0,2.45,USA
2021,September,Chemicals,Paints,3201,32,3201,3201,2242437,179394960,490,4576.4,Hyderabad,Telangana,Chicago,CIF,3.0,3.51,USA
2021,October,Textiles,Cotton yarn,5205,52,5205,5205,5789113,463129040,287,20171.13,Mumbai,Maharashtra,Seattle,FOB,5.0,1.6,USA
2021,October,Textiles,Silk fabric,5007,50,5007,5007,3193481,255478480,805,3967.06,Kolkata,West Bengal,Long Beach,FOB,5.0,3.6,USA
2021,October,Textiles,Woolen fabric,5101,51,5101,5101,710855,56868400,217,3275.83,Bangalore,Karnataka,Los Angeles,CIF,5.0,1.57,USA
2021,October,Gems & Jewellery,Diamond rings,7102,71,7102,7102,1858147,148651760,238,7807.34,Mumbai,Maharashtra,Miami,CIF,7.5,4.76,USA
2021,October,Gems & Jewellery,Gold earrings,7113,71,7113,7113,1898003,151840240,663,2862.75,Hyderabad,Telangana,Houston,CIF,7.5,1.75,USA
2021,October,Gems & Jewellery,Platinum rings,7110,71,7110,7110,3782359,302588720,247,15313.19,Hyderabad,Telangana,New York,CIF,7.5,2.59,USA
2021,October,Footwear,Leather shoes,6403,64,6403,6403,5344591,427567280,208,25695.15,Kolkata,West Bengal,Houston,CIF,10.0,4.44,USA
2021,October,Footwear,Sports shoes,6404,64,6404,6404,4198972,335917760,483,8693.52,Vadodara,Gujarat,Seattle,CIF,10.0,4.25,USA
2021,October,Footwear,Canvas sneakers,6404,64,6404,6404,3295845,263667600,168,19618.12,Kolkata,West Bengal,Seattle,CIF,10.0,3.42,USA
2021,October,Auto Components,Engine parts,8409,84,8409,8409,1008750,80700000,639,1578.64,Kolkata,West Bengal,New York,FOB,2.5,3.57,USA
2021,October,Auto Components,Brake pads,8708,87,8708,8708,2079728,166378240,859,2421.1,Mumbai,Maharashtra,San Francisco,CIF,2.5,2.31,USA
2021,October,Auto Components,Gear boxes,8409,84,8409,8409,4647631,371810480,541,8590.82,Chennai,Tamil Nadu,Philadelphia,CIF,2.5,3.3,USA
2021,October,Electronics,Mobile phones,8517,85,8517,8517,2923151,233852080,778,3757.26,Hyderabad,Telangana,San Francisco,CIF,0.0,4.03,USA
2021,October,Electronics,Laptop computers,8471,84,8471,8471,2624601,209968080,737,3561.2,Bangalore,Karnataka,Philadelphia,FOB,0.0,1.7,USA
2021,October,Electronics,Smart watches,8517,85,8517,8517,4786606,382928480,350,13676.02,Bangalore,Karnataka,Seattle,FOB,0.0,3.1,USA
2021,October,Pharmaceuticals,Generic drugs,3001,30,3001,3001,2691215,215297200,310,8681.34,Surat,Gujarat,Miami,CIF,0.0,3.38,USA
2021,October,Pharmaceuticals,Vaccines,3002,30,3002,3002,766131,61290480,351,2182.71,Chennai,Tamil Nadu,Long Beach,CIF,0.0,1.32,USA
2021,October,Pharmaceuticals,Antibiotics,2901,29,2901,2901,2700955,216076400,702,3847.51,Hyderabad,Telangana,New York,FOB,0.0,4.31,USA
2021,October,Chemicals,Organic chemicals,2901,29,2901,2901,2958556,236684480,847,3492.98,Surat,Gujarat,Philadelphia,CIF,3.0,2.23,USA
2021,October,Chemicals,Inorganic chemicals,2801,28,2801,2801,5494819,439585520,685,8021.63,Bangalore,Karnataka,Houston,CIF,3.0,4.15,USA
2021,October,Chemicals,Paints,3201,32,3201,3201,2928374,234269920,912,3210.94,Mumbai,Maharashtra,San Francisco,CIF,3.0,4.41,USA
2021,November,Textiles,Cotton yarn,5205,52,5205,5205,4473023,357841840,164,27274.53,Mumbai,Maharashtra,Houston,FOB,5.0,0.73,USA
2021,November,Textiles,Silk fabric,5007,50,5007,5007,4502722,360217760,815,5524.81,Kolkata,West Bengal,New York,CIF,5.0,3.11,USA
2021,November,Textiles,Woolen fabric,5101,51,5101,5101,4756992,380559360,309,15394.8,Bangalore,Karnataka,Houston,CIF,5.0,3.88,USA
2021,November,Gems & Jewellery,Diamond rings,7102,71,7102,7102,4525778,362062240,866,5226.07,Hyderabad,Telangana,Philadelphia,CIF,7.5,2.8,USA
2021,November,Gems & Jewellery,Gold earrings,7113,71,7113,7113,3228201,258256080,651,4958.83,Bangalore,Karnataka,Houston,FOB,7.5,3.21,USA
2021,November,Gems & Jewellery,Platinum rings,7110,71,7110,7110,3758618,300689440,821,4578.1,Bangalore,Karnataka,New York,FOB,7.5,3.91,USA
2021,November,Footwear,Leather shoes,6403,64,6403,6403,2273924,181913920,728,3123.52,Chennai,Tamil Nadu,Houston,CIF,10.0,3.37,USA
2021,November,Footwear,Sports shoes,6404,64,6404,6404,4687265,374981200,343,13665.5,Mumbai,Maharashtra,Chicago,FOB,10.0,1.68,USA
2021,November,Footwear,Canvas sneakers,6404,64,6404,6404,5050659,404052720,205,24637.36,Hyderabad,Telangana,Boston,FOB,10.0,3.8,USA
2021,November,Auto Components,Engine parts,8409,84,8409,8409,5288653,423092240,890,5942.31,Surat,Gujarat,Boston,CIF,2.5,2.52,USA
2021,November,Auto Components,Brake pads,8708,87,8708,8708,3228379,258270320,755,4276.0,Hyderabad,Telangana,Houston,CIF,2.5,0.66,USA
2021,November,Auto Components,Gear boxes,8409,84,8409,8409,4815131,385210480,160,30094.57,Chennai,Tamil Nadu,Philadelphia,CIF,2.5,0.26,USA
2021,November,Electronics,Mobile phones,8517,85,8517,8517,4720167,377613360,442,10679.11,Hyderabad,Telangana,Los Angeles,CIF,0.0,4.1,USA
2021,November,Electronics,Laptop computers,8471,84,8471,8471,2935435,234834800,801,3664.71,Chennai,Tamil Nadu,Philadelphia,FOB,0.0,2.11,USA
2021,November,Electronics,Smart watches,8517,85,8517,8517,6108714,488697120,395,15465.1,Hyderabad,Telangana,Seattle,FOB,0.0,2.12,USA
2021,November,Pharmaceuticals,Generic drugs,3001,30,3001,3001,3785494,302839520,895,4229.6,Bangalore,Karnataka,Philadelphia,FOB,0.0,3.13,USA
2021,November,Pharmaceuticals,Vaccines,3002,30,3002,3002,6214910,497192800,482,12894.0,Hyderabad,Telangana,New York,FOB,0.0,2.62,USA
2021,November,Pharmaceuticals,Antibiotics,2901,29,2901,2901,1259001,100720080,332,3792.17,Surat,Gujarat,Los Angeles,FOB,0.0,4.69,USA
2021,November,Chemicals,Organic chemicals,2901,29,2901,2901,5759453,460756240,724,7955.05,Kolkata,West Bengal,Los Angeles,CIF,3.0,1.44,USA
2021,November,Chemicals,Inorganic chemicals,2801,28,2801,2801,6475966,518077280,849,7627.76,Bangalore,Karnataka,Los Angeles,FOB,3.0,4.16,USA
2021,November,Chemicals,Paints,3201,32,3201,3201,3639220,291137600,770,4726.26,Mumbai,Maharashtra,Long Beach,CIF,3.0,4.56,USA
2021,December,Textiles,Cotton yarn,5205,52,5205,5205,3512749,281019920,493,7125.25,Vadodara,Gujarat,Seattle,FOB,5.0,0.84,USA
2021,December,Textiles,Silk fabric,5007,50,5007,5007,890841,71267280,311,2864.44,Chennai,Tamil Nadu,Boston,CIF,5.0,2.78,USA
2021,December,Textiles,Woolen fabric,5101,51,5101,5101,3269654,261572320,501,6526.26,Hyderabad,Telangana,San Francisco,CIF,5.0,4.21,USA
2021,December,Gems & Jewellery,Diamond rings,7102,71,7102,7102,4477626,358210080,919,4872.28,Mumbai,Maharashtra,Los Angeles,CIF,7.5,0.52,USA
2021,December,Gems & Jewellery,Gold earrings,7113,71,7113,7113,3102331,248186480,916,3386.82,Mumbai,Maharashtra,Philadelphia,CIF,7.5,2.36,USA
2021,December,Gems & Jewellery,Platinum rings,7110,71,7110,7110,5721877,457750160,381,15018.05,Mumbai,Maharashtra,Miami,FOB,7.5,3.79,USA
2021,December,Footwear,Leather shoes,6403,64,6403,6403,2834838,226787040,247,11477.08,Mumbai,Maharashtra,Los Angeles,FOB,10.0,2.11,USA
2021,December,Footwear,Sports shoes,6404,64,6404,6404,3837519,307001520,266,14426.76,Chennai,Tamil Nadu,Seattle,FOB,10.0,3.98,USA
2021,December,Footwear,Canvas sneakers,6404,64,6404,6404,2047899,163831920,341,6005.57,Kolkata,West Bengal,Seattle,FOB,10.0,4.92,USA
2021,December,Auto Components,Engine parts,8409,84,8409,8409,2218595,177487600,155,14313.52,Vadodara,Gujarat,Houston,CIF,2.5,1.05,USA
2021,December,Auto Components,Brake pads,8708,87,8708,8708,1911292,152903360,160,11945.58,Hyderabad,Telangana,Los Angeles,FOB,2.5,2.61,USA
2021,December,Auto Components,Gear boxes,8409,84,8409,8409,1572580,125806400,174,9037.82,Vadodara,Gujarat,Houston,FOB,2.5,0.71,USA
2021,December,Electronics,Mobile phones,8517,85,8517,8517,6143243,491459440,883,6957.24,Hyderabad,Telangana,Philadelphia,CIF,0.0,3.5,USA
2021,December,Electronics,Laptop computers,8471,84,8471,8471,4616829,369346320,215,21473.62,Mumbai,Maharashtra,Los Angeles,CIF,0.0,0.82,USA
2021,December,Electronics,Smart watches,8517,85,8517,8517,886167,70893360,678,1307.03,Bangalore,Karnataka,Miami,FOB,0.0,0.25,USA
2021,December,Pharmaceuticals,Generic drugs,3001,30,3001,3001,6491735,519338800,831,7811.96,Vadodara,Gujarat,Boston,FOB,0.0,4.33,USA
2021,December,Pharmaceuticals,Vaccines,3002,30,3002,3002,3475267,278021360,256,13575.26,Bangalore,Karnataka,Houston,FOB,0.0,2.89,USA
2021,December,Pharmaceuticals,Antibiotics,2901,29,2901,2901,1648556,131884480,540,3052.88,Bangalore,Karnataka,Los Angeles,CIF,0.0,1.1,USA
2021,December,Chemicals,Organic chemicals,2901,29,2901,2901,4813313,385065040,696,6915.68,Mumbai,Maharashtra,Boston,FOB,3.0,3.84,USA
2021,December,Chemicals,Inorganic chemicals,2801,28,2801,2801,6094389,487551120,582,10471.46,Kolkata,West Bengal,Los Angeles,CIF,3.0,4.1,USA
2021,December,Chemicals,Paints,3201,32,3201,3201,1673330,133866400,572,2925.4,Hyderabad,Telangana,Los Angeles,FOB,3.0,2.81,USA
2022,January,Textiles,Cotton yarn,5205,52,5205,5205,4009347,330771127,353,11357.92,Surat,Gujarat,Chicago,FOB,5.0,1.26,USA
2022,January,Textiles,Silk fabric,5007,50,5007,5007,3390219,279693067,678,5000.32,Mumbai,Maharashtra,Long Beach,FOB,5.0,1.05,USA
2022,January,Textiles,Woolen fabric,5101,51,5101,5101,2525227,208331227,330,7652.2,Kolkata,West Bengal,Long Beach,CIF,5.0,0.6,USA
2022,January,Gems & Jewellery,Diamond rings,7102,71,7102,7102,2272071,187445857,855,2657.39,Kolkata,West Bengal,Seattle,FOB,7.5,2.68,USA
2022,January,Gems & Jewellery,Gold earrings,7113,71,7113,7113,6538590,539433675,961,6803.94,Kolkata,West Bengal,Long Beach,FOB,7.5,3.2,USA
2022,January,Gems & Jewellery,Platinum rings,7110,71,7110,7110,1102586,90963345,736,1498.08,Mumbai,Maharashtra,Boston,FOB,7.5,0.33,USA
2022,January,Footwear,Leather shoes,6403,64,6403,6403,6453715,532431487,242,26668.24,Mumbai,Maharashtra,New York,CIF,10.0,2.59,USA
2022,January,Footwear,Sports shoes,6404,64,6404,6404,4979345,410795962,903,5514.22,Vadodara,Gujarat,New York,CIF,10.0,0.35,USA
2022,January,Footwear,Canvas sneakers,6404,64,6404,6404,4823729,397957642,945,5104.48,Vadodara,Gujarat,Chicago,FOB,10.0,1.01,USA
2022,January,Auto Components,Engine parts,8409,84,8409,8409,2155877,177859852,857,2515.61,Chennai,Tamil Nadu,Seattle,CIF,2.5,3.59,USA
2022,January,Auto Components,Brake pads,8708,87,8708,8708,4423530,364941225,574,7706.5,Hyderabad,Telangana,Chicago,CIF,2.5,0.47,USA
2022,January,Auto Components,Gear boxes,8409,84,8409,8409,965876,79684770,961,1005.07,Surat,Gujarat,Houston,FOB,2.5,2.91,USA
2022,January,Electronics,Mobile phones,8517,85,8517,8517,4399816,362984820,664,6626.23,Mumbai,Maharashtra,Miami,FOB,0.0,1.15,USA
2022,January,Electronics,Laptop computers,8471,84,8471,8471,1563466,128985945,880,1776.67,Chennai,Tamil Nadu,San Francisco,CIF,0.0,1.91,USA
2022,January,Electronics,Smart watches,8517,85,8517,8517,2923383,241179097,568,5146.8,Hyderabad,Telangana,Seattle,CIF,0.0,3.71,USA
2022,January,Pharmaceuticals,Generic drugs,3001,30,3001,3001,1412279,116513017,953,1481.93,Surat,Gujarat,Seattle,CIF,0.0,3.17,USA
2022,January,Pharmaceuticals,Vaccines,3002,30,3002,3002,1011762,83470365,727,1391.69,Vadodara,Gujarat,San Francisco,FOB,0.0,0.91,USA
2022,January,Pharmaceuticals,Antibiotics,2901,29,2901,2901,1576998,130102335,454,3473.56,Surat,Gujarat,Miami,CIF,0.0,1.91,USA
2022,January,Chemicals,Organic chemicals,2901,29,2901,2901,1140318,94076235,250,4561.27,Kolkata,West Bengal,Los Angeles,CIF,3.0,3.42,USA
2022,January,Chemicals,Inorganic chemicals,2801,28,2801,2801,4940611,407600407,928,5323.93,Chennai,Tamil Nadu,New York,FOB,3.0,4.17,USA
2022,January,Chemicals,Paints,3201,32,3201,3201,968292,79884090,966,1002.37,Kolkata,West Bengal,Houston,CIF,3.0,4.59,USA
2022,February,Textiles,Cotton yarn,5205,52,5205,5205,1437793,118617922,405,3550.11,Hyderabad,Telangana,Houston,CIF,5.0,0.98,USA
2022,February,Textiles,Silk fabric,5007,50,5007,5007,5680650,468653625,123,46184.15,Kolkata,West Bengal,Houston,CIF,5.0,2.16,USA
2022,February,Textiles,Woolen fabric,5101,51,5101,5101,5514713,454963822,290,19016.25,Bangalore,Karnataka,Houston,CIF,5.0,0.77,USA
2022,February,Gems & Jewellery,Diamond rings,7102,71,7102,7102,6449448,532079460,436,14792.31,Surat,Gujarat,San Francisco,FOB,7.5,1.35,USA
2022,February,Gems & Jewellery,Gold earrings,7113,71,7113,7113,1406513,116037322,556,2529.7,Bangalore,Karnataka,New York,FOB,7.5,0.74,USA
2022,February,Gems & Jewellery,Platinum rings,7110,71,7110,7110,5985921,493838482,398,15040.0,Mumbai,Maharashtra,New York,FOB,7.5,1.01,USA
2022,February,Footwear,Leather shoes,6403,64,6403,6403,4679475,386056687,154,30386.2,Surat,Gujarat,Miami,CIF,10.0,3.8,USA
2022,February,Footwear,Sports shoes,6404,64,6404,6404,3046839,251364217,411,7413.23,Kolkata,West Bengal,Seattle,FOB,10.0,1.33,USA
2022,February,Footwear,Canvas sneakers,6404,64,6404,6404,4536047,374223877,799,5677.16,Kolkata,West Bengal,Houston,CIF,10.0,3.33,USA
2022,February,Auto Components,Engine parts,8409,84,8409,8409,3118223,257253397,837,3725.48,Hyderabad,Telangana,Chicago,FOB,2.5,4.6,USA
2022,February,Auto Components,Brake pads,8708,87,8708,8708,6471392,533889840,546,11852.37,Bangalore,Karnataka,San Francisco,CIF,2.5,1.76,USA
2022,February,Auto Components,Gear boxes,8409,84,8409,8409,4716584,389118180,642,7346.7,Hyderabad,Telangana,New York,CIF,2.5,1.06,USA
2022,February,Electronics,Mobile phones,8517,85,8517,8517,6578544,542729880,836,7869.07,Bangalore,Karnataka,Long Beach,FOB,0.0,4.02,USA
2022,February,Electronics,Laptop computers,8471,84,8471,8471,4650759,383687617,773,6016.51,Bangalore,Karnataka,Long Beach,FOB,0.0,4.12,USA
2022,February,Electronics,Smart watches,8517,85,8517,8517,4440679,366356017,330,13456.6,Bangalore,Karnataka,Miami,CIF,0.0,0.76,USA
2022,February,Pharmaceuticals,Generic drugs,3001,30,3001,3001,3615821,298305232,503,7188.51,Chennai,Tamil Nadu,San Francisco,FOB,0.0,2.29,USA
2022,February,Pharmaceuticals,Vaccines,3002,30,3002,3002,4955251,408808207,625,7928.4,Chennai,Tamil Nadu,Houston,FOB,0.0,3.71,USA
2022,February,Pharmaceuticals,Antibiotics,2901,29,2901,2901,4399393,362949922,891,4937.59,Surat,Gujarat,Houston,CIF,0.0,2.25,USA
2022,February,Chemicals,Organic chemicals,2901,29,2901,2901,3254212,268472490,741,4391.65,Chennai,Tamil Nadu,Houston,FOB,3.0,2.29,USA
2022,February,Chemicals,Inorganic chemicals,2801,28,2801,2801,724053,59734372,303,2389.61,Chennai,Tamil Nadu,Long Beach,FOB,3.0,4.65,USA
2022,February,Chemicals,Paints,3201,32,3201,3201,1330793,109790422,929,1432.5,Kolkata,West Bengal,Miami,FOB,3.0,1.48,USA
2022,March,Textiles,Cotton yarn,5205,52,5205,5205,6416837,529389052,678,9464.36,Surat,Gujarat,Houston,CIF,5.0,3.96,USA
2022,March,Textiles,Silk fabric,5007,50,5007,5007,6567268,541799610,543,12094.42,Vadodara,Gujarat,San Francisco,CIF,5.0,3.62,USA
2022,March,Textiles,Woolen fabric,5101,51,5101,5101,4891752,403569540,701,6978.25,Chennai,Tamil Nadu,New York,CIF,5.0,2.4,USA
2022,March,Gems & Jewellery,Diamond rings,7102,71,7102,7102,5753538,474666885,877,6560.48,Hyderabad,Telangana,Boston,FOB,7.5,3.81,USA
2022,March,Gems & Jewellery,Gold earrings,7113,71,7113,7113,4898241,404104882,497,9855.62,Hyderabad,Telangana,Seattle,FOB,7.5,0.73,USA
2022,March,Gems & Jewellery,Platinum rings,7110,71,7110,7110,4585095,378270337,625,7336.15,Kolkata,West Bengal,Los Angeles,FOB,7.5,4.15,USA
2022,March,Footwear,Leather shoes,6403,64,6403,6403,6575910,542512575,196,33550.56,Kolkata,West Bengal,Miami,CIF,10.0,3.79,USA
2022,March,Footwear,Sports shoes,6404,64,6404,6404,6147661,507182032,269,22853.76,Bangalore,Karnataka,Long Beach,FOB,10.0,4.11,USA
2022,March,Footwear,Canvas sneakers,6404,64,6404,6404,821612,67782990,348,2360.95,Kolkata,West Bengal,Boston,CIF,10.0,1.86,USA
2022,March,Auto Components,Engine parts,8409,84,8409,8409,4872517,401982652,335,14544.83,Mumbai,Maharashtra,Miami,CIF,2.5,0.31,USA
2022,March,Auto Components,Brake pads,8708,87,8708,8708,4187045,345431212,741,5650.53,Bangalore,Karnataka,Boston,FOB,2.5,4.92,USA
2022,March,Auto Components,Gear boxes,8409,84,8409,8409,1314152,108417540,548,2398.09,Mumbai,Maharashtra,Long Beach,FOB,2.5,2.08,USA
2022,March,Electronics,Mobile phones,8517,85,8517,8517,1325718,109371735,793,1671.78,Vadodara,Gujarat,Chicago,CIF,0.0,4.9,USA
2022,March,Electronics,Laptop computers,8471,84,8471,8471,6257457,516240202,378,16554.12,Mumbai,Maharashtra,Boston,CIF,0.0,3.48,USA
2022,March,Electronics,Smart watches,8517,85,8517,8517,5490113,452934322,506,10850.03,Chennai,Tamil Nadu,Miami,CIF,0.0,4.39,USA
2022,March,Pharmaceuticals,Generic drugs,3001,30,3001,3001,5296796,436985670,862,6144.77,Bangalore,Karnataka,Houston,CIF,0.0,3.96,USA
2022,March,Pharmaceuticals,Vaccines,3002,30,3002,3002,1285475,106051687,356,3610.88,Hyderabad,Telangana,Chicago,FOB,0.0,2.06,USA
2022,March,Pharmaceuticals,Antibiotics,2901,29,2901,2901,5046775,416358937,267,18901.78,Chennai,Tamil Nadu,Philadelphia,CIF,0.0,1.98,USA
2022,March,Chemicals,Organic chemicals,2901,29,2901,2901,1367837,112846552,624,2192.05,Surat,Gujarat,San Francisco,CIF,3.0,2.84,USA
2022,March,Chemicals,Inorganic chemicals,2801,28,2801,2801,4058920,334860900,804,5048.41,Vadodara,Gujarat,Houston,CIF,3.0,2.1,USA
2022,March,Chemicals,Paints,3201,32,3201,3201,5382313,444040822,354,15204.27,Hyderabad,Telangana,San Francisco,CIF,3.0,1.61,USA
2022,April,Textiles,Cotton yarn,5205,52,5205,5205,5022672,414370440,575,8735.08,Bangalore,Karnataka,Boston,CIF,5.0,3.83,USA
2022,April,Textiles,Silk fabric,5007,50,5007,5007,3630595,299524087,198,18336.34,Hyderabad,Telangana,New York,CIF,5.0,0.41,USA
2022,April,Textiles,Woolen fabric,5101,51,5101,5101,4904066,404585445,544,9014.83,Bangalore,Karnataka,Philadelphia,CIF,5.0,3.21,USA
2022,April,Gems & Jewellery,Diamond rings,7102,71,7102,7102,4255178,351052185,517,8230.52,Mumbai,Maharashtra,Chicago,CIF,7.5,1.91,USA
2022,April,Gems & Jewellery,Gold earrings,7113,71,7113,7113,5530366,456255195,675,8193.13,Bangalore,Karnataka,Philadelphia,FOB,7.5,4.49,USA
2022,April,Gems & Jewellery,Platinum rings,7110,71,7110,7110,5946111,490554157,360,16516.97,Bangalore,Karnataka,Chicago,FOB,7.5,3.93,USA
2022,April,Footwear,Leather shoes,6403,64,6403,6403,3736501,308261332,643,5811.04,Surat,Gujarat,Long Beach,FOB,10.0,4.18,USA
2022,April,Footwear,Sports shoes,6404,64,6404,6404,3258604,268834830,315,10344.77,Kolkata,West Bengal,Houston,FOB,10.0,0.86,USA
2022,April,Footwear,Canvas sneakers,6404,64,6404,6404,2592584,213888180,378,6858.69,Kolkata,West Bengal,San Francisco,FOB,10.0,4.85,USA
2022,April,Auto Components,Engine parts,8409,84,8409,8409,6504459,536617867,408,15942.3,Mumbai,Maharashtra,Los Angeles,CIF,2.5,0.1,USA
2022,April,Auto Components,Brake pads,8708,87,8708,8708,3634486,299845095,878,4139.51,Kolkata,West Bengal,Seattle,FOB,2.5,1.73,USA
2022,April,Auto Components,Gear boxes,8409,84,8409,8409,4310687,355631677,753,5724.68,Mumbai,Maharashtra,Boston,FOB,2.5,2.59,USA
2022,April,Electronics,Mobile phones,8517,85,8517,8517,2776064,229025280,784,3540.9,Mumbai,Maharashtra,New York,CIF,0.0,1.98,USA
2022,April,Electronics,Laptop computers,8471,84,8471,8471,6313651,520876207,176,35873.02,Mumbai,Maharashtra,Boston,CIF,0.0,0.47,USA
2022,April,Electronics,Smart watches,8517,85,8517,8517,1242051,102469207,186,6677.69,Mumbai,Maharashtra,San Francisco,FOB,0.0,1.82,USA
2022,April,Pharmaceuticals,Generic drugs,3001,30,3001,3001,1472364,121470030,521,2826.03,Kolkata,West Bengal,Chicago,FOB,0.0,0.65,USA
2022,April,Pharmaceuticals,Vaccines,3002,30,3002,3002,5634458,464842785,137,41127.43,Chennai,Tamil Nadu,Chicago,FOB,0.0,3.01,USA
2022,April,Pharmaceuticals,Antibiotics,2901,29,2901,2901,1062836,87683970,891,1192.86,Surat,Gujarat,San Francisco,FOB,0.0,3.97,USA
2022,April,Chemicals,Organic chemicals,2901,29,2901,2901,1503133,124008472,275,5465.94,Hyderabad,Telangana,New York,FOB,3.0,4.13,USA
2022,April,Chemicals,Inorganic chemicals,2801,28,2801,2801,2049250,169063125,395,5187.97,Hyderabad,Telangana,Miami,CIF,3.0,0.97,USA
2022,April,Chemicals,Paints,3201,32,3201,3201,4803483,396287347,156,30791.56,Hyderabad,Telangana,Boston,CIF,3.0,3.96,USA
2022,May,Textiles,Cotton yarn,5205,52,5205,5205,1296511,106962157,943,1374.88,Hyderabad,Telangana,Boston,CIF,5.0,1.27,USA
2022,May,Textiles,Silk fabric,5007,50,5007,5007,6470637,533827552,251,25779.43,Kolkata,West Bengal,Chicago,CIF,5.0,0.65,USA
2022,May,Textiles,Woolen fabric,5101,51,5101,5101,5888982,485841015,807,7297.38,Hyderabad,Telangana,San Francisco,FOB,5.0,0.76,USA
2022,May,Gems & Jewellery,Diamond rings,7102,71,7102,7102,1848671,152515357,156,11850.46,Surat,Gujarat,Houston,CIF,7.5,0.54,USA
2022,May,Gems & Jewellery,Gold earrings,7113,71,7113,7113,1157093,95460172,452,2559.94,Mumbai,Maharashtra,San Francisco,CIF,7.5,0.13,USA
2022,May,Gems & Jewellery,Platinum rings,7110,71,7110,7110,3036187,250485427,634,4788.94,Chennai,Tamil Nadu,Boston,FOB,7.5,3.05,USA
